           1  -12.2399998       1.00000000    
           2  -12.1999998       1.00000000    
           3  -8.69999981       1.00000000    
           4  -8.46000004       1.00000000    
           5  -7.86999989       2.00000000    
           6  -7.42000008       1.00000000    
           7  -7.09000015       1.00000000    
           8  -6.94999981       1.00000000    
           9  -6.76999998       1.00000000    
          10  -6.65999985       1.00000000    
          11  -6.65000010       1.00000000    
          12  -6.17999983       1.00000000    
          13  -6.11000013       1.00000000    
          14  -5.96000004       1.00000000    
          15  -5.94000006       1.00000000    
          16  -5.92000008       1.00000000    
          17  -5.84000015       1.00000000    
          18  -5.69000006       1.00000000    
          19  -5.65999985       1.00000000    
          20  -5.59999990       1.00000000    
          21  -5.34999990       1.00000000    
          22  -5.25000000       1.00000000    
          23  -5.19999981       1.00000000    
          24  -5.17999983       1.00000000    
          25  -5.15999985       2.00000000    
          26  -5.13999987       1.00000000    
          27  -5.11999989       1.00000000    
          28  -5.11000013       1.00000000    
          29  -5.09999990       2.00000000    
          30  -4.96000004       1.00000000    
          31  -4.94999981       1.00000000    
          32  -4.92000008       1.00000000    
          33  -4.88999987       2.00000000    
          34  -4.76999998       1.00000000    
          35  -4.76000023       1.00000000    
          36  -4.67999983       1.00000000    
          37  -4.65000010       1.00000000    
          38  -4.53000021       1.00000000    
          39  -4.48999977       1.00000000    
          40  -4.48000002       1.00000000    
          41  -4.42999983       1.00000000    
          42  -4.42000008       1.00000000    
          43  -4.38000011       1.00000000    
          44  -4.30999994       1.00000000    
          45  -4.30000019       1.00000000    
          46  -4.23999977       1.00000000    
          47  -4.19999981       3.00000000    
          48  -4.19000006       1.00000000    
          49  -4.17999983       1.00000000    
          50  -4.15999985       1.00000000    
          51  -4.15000010       1.00000000    
          52  -4.09000015       2.00000000    
          53  -4.07999992       2.00000000    
          54  -4.03999996       1.00000000    
          55  -4.03000021       4.00000000    
          56  -3.98000002       1.00000000    
          57  -3.97000003       1.00000000    
          58  -3.96000004       1.00000000    
          59  -3.94000006       1.00000000    
          60  -3.93000007       2.00000000    
          61  -3.92000008       1.00000000    
          62  -3.88000011       1.00000000    
          63  -3.81999993       1.00000000    
          64  -3.80999994       1.00000000    
          65  -3.79999995       1.00000000    
          66  -3.77999997       1.00000000    
          67  -3.76999998       1.00000000    
          68  -3.75999999       1.00000000    
          69  -3.75000000       1.00000000    
          70  -3.71000004       2.00000000    
          71  -3.70000005       1.00000000    
          72  -3.68000007       1.00000000    
          73  -3.65000010       1.00000000    
          74  -3.63000011       1.00000000    
          75  -3.61999989       1.00000000    
          76  -3.58999991       1.00000000    
          77  -3.57999992       1.00000000    
          78  -3.56999993       1.00000000    
          79  -3.55999994       2.00000000    
          80  -3.53999996       2.00000000    
          81  -3.51999998       1.00000000    
          82  -3.50999999       1.00000000    
          83  -3.48000002       3.00000000    
          84  -3.45000005       1.00000000    
          85  -3.44000006       1.00000000    
          86  -3.43000007       1.00000000    
          87  -3.42000008       2.00000000    
          88  -3.41000009       1.00000000    
          89  -3.40000010       1.00000000    
          90  -3.39000010       2.00000000    
          91  -3.36999989       1.00000000    
          92  -3.35999990       1.00000000    
          93  -3.34999990       1.00000000    
          94  -3.31999993       1.00000000    
          95  -3.30999994       1.00000000    
          96  -3.28999996       2.00000000    
          97  -3.27999997       1.00000000    
          98  -3.26999998       1.00000000    
          99  -3.25999999       1.00000000    
         100  -3.24000001       2.00000000    
         101  -3.23000002       2.00000000    
         102  -3.22000003       1.00000000    
         103  -3.21000004       1.00000000    
         104  -3.19000006       1.00000000    
         105  -3.16000009       1.00000000    
         106  -3.15000010       1.00000000    
         107  -3.14000010       1.00000000    
         108  -3.11999989       2.00000000    
         109  -3.10999990       3.00000000    
         110  -3.09999990       2.00000000    
         111  -3.08999991       2.00000000    
         112  -3.07999992       1.00000000    
         113  -3.06999993       1.00000000    
         114  -3.04999995       2.00000000    
         115  -3.03999996       1.00000000    
         116  -3.02999997       2.00000000    
         117  -3.00999999       1.00000000    
         118  -3.00000000       1.00000000    
         119  -2.99000001       2.00000000    
         120  -2.97000003       1.00000000    
         121  -2.95000005       1.00000000    
         122  -2.94000006       1.00000000    
         123  -2.93000007       2.00000000    
         124  -2.89000010       2.00000000    
         125  -2.86999989       1.00000000    
         126  -2.85999990       1.00000000    
         127  -2.84999990       1.00000000    
         128  -2.83999991       1.00000000    
         129  -2.82999992       1.00000000    
         130  -2.80999994       1.00000000    
         131  -2.79999995       1.00000000    
         132  -2.78999996       1.00000000    
         133  -2.77999997       1.00000000    
         134  -2.76999998       1.00000000    
         135  -2.75999999       4.00000000    
         136  -2.74000001       4.00000000    
         137  -2.73000002       3.00000000    
         138  -2.72000003       2.00000000    
         139  -2.71000004       1.00000000    
         140  -2.70000005       2.00000000    
         141  -2.69000006       2.00000000    
         142  -2.68000007       1.00000000    
         143  -2.67000008       2.00000000    
         144  -2.64000010       4.00000000    
         145  -2.63000011       1.00000000    
         146  -2.61999989       5.00000000    
         147  -2.60999990       4.00000000    
         148  -2.59999990       1.00000000    
         149  -2.58999991       3.00000000    
         150  -2.57999992       3.00000000    
         151  -2.55999994       1.00000000    
         152  -2.54999995       1.00000000    
         153  -2.53999996       4.00000000    
         154  -2.51999998       1.00000000    
         155  -2.50999999       2.00000000    
         156  -2.50000000       5.00000000    
         157  -2.48000002       1.00000000    
         158  -2.47000003       3.00000000    
         159  -2.46000004       1.00000000    
         160  -2.45000005       3.00000000    
         161  -2.44000006       2.00000000    
         162  -2.43000007       1.00000000    
         163  -2.42000008       3.00000000    
         164  -2.41000009       1.00000000    
         165  -2.40000010       4.00000000    
         166  -2.39000010       6.00000000    
         167  -2.38000011       3.00000000    
         168  -2.36999989       3.00000000    
         169  -2.35999990       1.00000000    
         170  -2.34999990       3.00000000    
         171  -2.33999991       2.00000000    
         172  -2.32999992       2.00000000    
         173  -2.31999993       4.00000000    
         174  -2.30999994       5.00000000    
         175  -2.29999995       1.00000000    
         176  -2.28999996       1.00000000    
         177  -2.27999997       7.00000000    
         178  -2.26999998       3.00000000    
         179  -2.25999999       7.00000000    
         180  -2.25000000       4.00000000    
         181  -2.24000001       4.00000000    
         182  -2.23000002       3.00000000    
         183  -2.22000003       2.00000000    
         184  -2.21000004       3.00000000    
         185  -2.20000005       5.00000000    
         186  -2.19000006       2.00000000    
         187  -2.18000007       3.00000000    
         188  -2.17000008       4.00000000    
         189  -2.16000009       3.00000000    
         190  -2.15000010       6.00000000    
         191  -2.14000010       5.00000000    
         192  -2.13000011       2.00000000    
         193  -2.11999989       2.00000000    
         194  -2.10999990       4.00000000    
         195  -2.09999990       3.00000000    
         196  -2.08999991       2.00000000    
         197  -2.07999992       4.00000000    
         198  -2.06999993       2.00000000    
         199  -2.05999994       4.00000000    
         200  -2.04999995       1.00000000    
         201  -2.03999996       2.00000000    
         202  -2.02999997       3.00000000    
         203  -2.01999998       5.00000000    
         204  -2.00999999       2.00000000    
         205  -2.00000000       4.00000000    
         206  -1.99000001       4.00000000    
         207  -1.98000002       3.00000000    
         208  -1.97000003       4.00000000    
         209  -1.96000004       5.00000000    
         210  -1.95000005       3.00000000    
         211  -1.94000006       5.00000000    
         212  -1.91999996       3.00000000    
         213  -1.90999997       2.00000000    
         214  -1.89999998       12.0000000    
         215  -1.88999999       2.00000000    
         216  -1.88000000       3.00000000    
         217  -1.87000000       4.00000000    
         218  -1.86000001       3.00000000    
         219  -1.85000002       2.00000000    
         220  -1.84000003       3.00000000    
         221  -1.83000004       5.00000000    
         222  -1.82000005       6.00000000    
         223  -1.80999994       2.00000000    
         224  -1.79999995       5.00000000    
         225  -1.78999996       4.00000000    
         226  -1.77999997       5.00000000    
         227  -1.76999998       1.00000000    
         228  -1.75999999       5.00000000    
         229  -1.75000000       5.00000000    
         230  -1.74000001       7.00000000    
         231  -1.73000002       3.00000000    
         232  -1.72000003       1.00000000    
         233  -1.71000004       6.00000000    
         234  -1.70000005       3.00000000    
         235  -1.69000006       10.0000000    
         236  -1.67999995       4.00000000    
         237  -1.66999996       8.00000000    
         238  -1.65999997       3.00000000    
         239  -1.64999998       3.00000000    
         240  -1.63999999       6.00000000    
         241  -1.63000000       1.00000000    
         242  -1.62000000       3.00000000    
         243  -1.61000001       3.00000000    
         244  -1.60000002       7.00000000    
         245  -1.59000003       4.00000000    
         246  -1.58000004       8.00000000    
         247  -1.57000005       6.00000000    
         248  -1.55999994       9.00000000    
         249  -1.54999995       4.00000000    
         250  -1.53999996       2.00000000    
         251  -1.52999997       7.00000000    
         252  -1.51999998       5.00000000    
         253  -1.50999999       3.00000000    
         254  -1.49000001       4.00000000    
         255  -1.48000002       7.00000000    
         256  -1.47000003       8.00000000    
         257  -1.46000004       8.00000000    
         258  -1.45000005       7.00000000    
         259  -1.44000006       8.00000000    
         260  -1.42999995       5.00000000    
         261  -1.41999996       6.00000000    
         262  -1.40999997       7.00000000    
         263  -1.39999998       3.00000000    
         264  -1.38999999       11.0000000    
         265  -1.38000000       8.00000000    
         266  -1.37000000       5.00000000    
         267  -1.36000001       15.0000000    
         268  -1.35000002       9.00000000    
         269  -1.34000003       7.00000000    
         270  -1.33000004       11.0000000    
         271  -1.32000005       4.00000000    
         272  -1.30999994       8.00000000    
         273  -1.29999995       16.0000000    
         274  -1.28999996       5.00000000    
         275  -1.27999997       5.00000000    
         276  -1.26999998       7.00000000    
         277  -1.25999999       7.00000000    
         278  -1.25000000       6.00000000    
         279  -1.24000001       5.00000000    
         280  -1.23000002       6.00000000    
         281  -1.22000003       7.00000000    
         282  -1.21000004       5.00000000    
         283  -1.20000005       2.00000000    
         284  -1.19000006       8.00000000    
         285  -1.17999995       4.00000000    
         286  -1.16999996       9.00000000    
         287  -1.15999997       12.0000000    
         288  -1.14999998       13.0000000    
         289  -1.13999999       11.0000000    
         290  -1.13000000       10.0000000    
         291  -1.12000000       10.0000000    
         292  -1.11000001       11.0000000    
         293  -1.10000002       10.0000000    
         294  -1.09000003       7.00000000    
         295  -1.08000004       9.00000000    
