PROB_NAME,MACHINE,PROB_SIZE,NUMBER_CORES,ALG_TIME,TOTAL_TIME
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,16,0,1.5483600000000002e-05,2.6820199999999998e-05
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,32,0,1.46312e-05,2.5634400000000003e-05
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,64,0,1.4531199999999997e-05,2.5092799999999998e-05
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,128,0,1.77114e-05,2.84574e-05
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,0,1.8345e-05,2.88534e-05
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,512,0,2.5333399999999997e-05,3.62128e-05
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,1024,0,3.94442e-05,5.21284e-05
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,2048,0,6.212700000000001e-05,7.27028e-05
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,4096,0,0.00012385359999999998,0.00013741439999999998
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,8192,0,0.00021661340000000002,0.00022951059999999998
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,16384,0,0.0004048318,0.00041509300000000006
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,32768,0,0.0008038934000000001,0.000814191
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,65536,0,0.0016219812,0.0016326264
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,131072,0,0.0033480704,0.0033595609999999996
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,262144,0,0.006658186199999999,0.006669154000000001
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,524288,0,0.0157115634,0.015722530999999998
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,1048576,0,0.031768881799999996,0.03177996179999999
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,2097152,0,0.0646993034,0.0647102356
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,4194304,0,0.10323333419999998,0.10324432139999999
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,8388608,0,0.201246934,0.20125748159999998
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,16777216,0,0.4024311152,0.402441642
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,33554432,0,0.8139536434,0.8139639862000001
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,67108864,0,1.6630103866,1.6630211166000002
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,134217728,0,3.4125765365999996,3.412587245
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,16,4,0.0034636048,0.003472483999999999
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,32,4,0.0050914670000000006,0.0051002484
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,64,4,0.0026158326,0.0026244868
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,128,4,0.004259246,0.0042679562
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,256,4,0.0024290432,0.0024376349999999996
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,512,4,0.0003457098,0.0003546618
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,1024,4,0.000105332,0.00011403820000000001
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,2048,4,0.0001216544,0.0001305294
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,4096,4,0.00011921699999999998,0.00012778140000000002
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,8192,4,0.0001435012,0.00015206199999999998
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,16384,4,0.000191046,0.00019982900000000003
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,32768,4,0.0002515344,0.0002600272
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,65536,4,0.00039328900000000006,0.00040178779999999997
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,131072,4,0.0007005396,0.0007090207999999999
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,262144,4,0.0013004122,0.0013097938
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,524288,4,0.0024613034,0.0024699832000000003
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,1048576,4,0.009538264599999999,0.009546968399999998
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,2097152,4,0.014857157400000001,0.014865892
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,4194304,4,0.0251595226,0.025168365999999998
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,8388608,4,0.050058231999999994,0.0500671886
PI_SERIES,Intel(R) Xeon(R) CPU E5-2640 v3 @ 2.60GHz,16777216,4,0.07565551439999998,0.07566415659999999
